Object ID;Bike Route Name;Street Name;Bikeway Type;Subtype;Status;Street Segment Type;Overall Direction;Bikeway Direction;Vehicle Direction;Speed Limit;Surface Type;AAA Network;AAA Segment;W/N Bound Type;E/S Bound Type;Snow Removal;Segment Length;Year of Construction;Construction Note;Upgrade Year;Notes;Geom
163841;Main;Main;Shared Lanes;;Legacy;Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;105.79972547;2008;;;Removed in 2020 (does not meet minimum standard of bike facility);"{""coordinates"": [[-123.09977133608332, 49.278622184124146], [-123.09977150653495, 49.27861671490621], [-123.09977232040032, 49.27857851526247], [-123.09981242258215, 49.27767088105653]], ""type"": ""LineString""}"
163844;63rd Ave;W 63rd Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;34.19079273;2009;;;;"{""coordinates"": [[-123.10712978317503, 49.21335303380916], [-123.10759916777482, 49.21335863695811]], ""type"": ""LineString""}"
163846;Central Valley;E 1st Ave;Protected Bike Lanes;R;Active;Residential;EW;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;145.88682839;2007;PL tp PBL in -2018;2018;;"{""coordinates"": [[-123.10065748952549, 49.27011723805103], [-123.10065752940653, 49.270117246111994], [-123.10255435248594, 49.27015170191944], [-123.10257001985619, 49.270151968662574], [-123.1026621382187, 49.270153640914785]], ""type"": ""LineString""}"
163848;Kent;W Kent Ave North;Shared Lanes;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;No;32.30607338;2009;;;;"{""coordinates"": [[-123.11910574311527, 49.20545526163463], [-123.11909716045643, 49.20574580959279]], ""type"": ""LineString""}"
163851;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;65.92392998;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03005952848407, 49.28671024936058], [-123.03006965266442, 49.28669551444074], [-123.03032891721824, 49.28631852035827], [-123.03042136948119, 49.28618320602382], [-123.03043087653532, 49.286169290693316]], ""type"": ""LineString""}"
163852;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;90.69254012;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03085438018098, 49.27907010419837], [-123.03085817462096, 49.27825431228981]], ""type"": ""LineString""}"
163853;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;65.35336967;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03084418262809, 49.28020113371944], [-123.03084418811154, 49.28020110763197], [-123.03084948752876, 49.27961330549119], [-123.03084948063794, 49.279613279407]], ""type"": ""LineString""}"
163856;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;11.9752231;1998;cambie intrsc-2007;;;"{""coordinates"": [[-123.11189328951114, 49.237059064591435], [-123.11205658913069, 49.237046040406184]], ""type"": ""LineString""}"
163857;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;15.85793763;1998;cambie intrsc-2007;;;"{""coordinates"": [[-123.11446512670281, 49.237130089209096], [-123.11448133001213, 49.23713136217221], [-123.1146814019566, 49.23714718067162]], ""type"": ""LineString""}"
163859;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.6592484;1998;cambie intrsc-2007;;;"{""coordinates"": [[-123.12304078381086, 49.23748905898926], [-123.12373576063042, 49.2375128296551]], ""type"": ""LineString""}"
163868;Yukon;W 4th Ave;Painted Lanes;PBP;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;49.98758694;2012;;;BPB northbound, NB southbound;"{""coordinates"": [[-123.11276939184783, 49.26617504190153], [-123.11277118513654, 49.26612899461027], [-123.1127869509848, 49.265725540785]], ""type"": ""LineString""}"
163870;45th Ave;E 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;47.25080232;2013;;;;"{""coordinates"": [[-123.09066125068902, 49.22918262193093], [-123.09123059200701, 49.229191972237395], [-123.0913100394351, 49.22919327494751]], ""type"": ""LineString""}"
163872;Dunsmuir;Dunsmuir Viaduct;Protected Bike Lanes;SL;Active;Arterial;EW;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;204.45142403;2006;paint to protected 2010;2010;;"{""coordinates"": [[-123.10632351967894, 49.27772582135291], [-123.10639610787057, 49.27774180014667], [-123.10644933228178, 49.27775441544557], [-123.10651554611178, 49.277770109491996], [-123.10656553842573, 49.27778278438634], [-123.10661309593648, 49.277794840837906], [-123.10672301197742, 49.27782369846499], [-123.10682930283062, 49.277853278054216], [-123.10684950638365, 49.27785901269311], [-123.10692832711882, 49.27788196115378], [-123.10703168287307, 49.27791343675882], [-123.10712868414195, 49.277944272308694], [-123.10722330861738, 49.27797584398949], [-123.10731928450862, 49.278009226867], [-123.10741822543153, 49.27804546287904], [-123.10751239533268, 49.27808152064323], [-123.10751243248522, 49.27808153500093], [-123.10759091027822, 49.27811211933915], [-123.1076239986292, 49.27812577649555], [-123.10763891419595, 49.27813193329787], [-123.10768656586781, 49.27815160094345], [-123.10779619294352, 49.27819862089148], [-123.10788219810392, 49.27823595608989], [-123.10796957884106, 49.27827544518456], [-123.10806181120145, 49.27831851065822], [-123.10806184423167, 49.278318525919175], [-123.10814230829479, 49.27835802315003], [-123.10824252588509, 49.27840910111041], [-123.1083106247985, 49.27844428582167], [-123.10839926923319, 49.27849106400129], [-123.10843211595436, 49.27850842536846], [-123.10849336208314, 49.278540798211175], [-123.10859642133242, 49.27859520141256], [-123.10872183615656, 49.27866139596295], [-123.10872186369762, 49.27866141572642]], ""type"": ""LineString""}"
163873;Heather;Tisdall;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;101.45971299;1997;year const-source unknown;;;"{""coordinates"": [[-123.12086027390826, 49.2262770116629], [-123.12087562450644, 49.22581130531339], [-123.12089140981179, 49.2253645838786]], ""type"": ""LineString""}"
163874;Heather;Tisdall;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;101.60544095;1997;year const-source unknown;;;"{""coordinates"": [[-123.12092017085858, 49.224471068278994], [-123.12092015843676, 49.224471043105225], [-123.12094781021145, 49.22355728196856]], ""type"": ""LineString""}"
163875;Heather;Tisdall;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;201.39946796;2008;year const-source unknown;;;"{""coordinates"": [[-123.12167305414151, 49.22907371218283], [-123.12173593348493, 49.227262568642836], [-123.12173593479208, 49.2272625416557]], ""type"": ""LineString""}"
163878;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;23.08615552;1998;cambie intrsc-2007;;;"{""coordinates"": [[-123.11893600148646, 49.23734717074499], [-123.11925270225674, 49.23735811980071]], ""type"": ""LineString""}"
163879;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;36.24418524;1998;cambie intrsc-2007;;;"{""coordinates"": [[-123.1146814019566, 49.23714718067162], [-123.1151757092748, 49.237186254511016]], ""type"": ""LineString""}"
163880;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;74.95026838;1998;Till 2014 add may markings;;;"{""coordinates"": [[-123.16472554255411, 49.2384417966677], [-123.16559552720979, 49.23845547151254], [-123.1657167665119, 49.23849297246195], [-123.16572373459326, 49.23849512762255], [-123.16573966064018, 49.238500048563715]], ""type"": ""LineString""}"
163886;Midtown;Moscrop;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;51.35577878;2003;;;;"{""coordinates"": [[-123.02701202851678, 49.24331709491494], [-123.02696655756367, 49.243313830372394], [-123.0268229905897, 49.24330355255594], [-123.026385195079, 49.243125470345205]], ""type"": ""LineString""}"
163889;Midtown/Ridgeway;E 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;25.72944441;1998;;;;"{""coordinates"": [[-123.08505511362536, 49.23648496766067], [-123.08470171869784, 49.23648097435572]], ""type"": ""LineString""}"
163891;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.23840784;2009;;;;"{""coordinates"": [[-123.17418781606426, 49.258300180923676], [-123.17417151764165, 49.258751932737376], [-123.17417152460504, 49.25875195881301]], ""type"": ""LineString""}"
163897;29th Ave;W 29th Ave;Painted Lanes;NB;Active;Sec Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;79.28851057;2006;;;;"{""coordinates"": [[-123.11447148088652, 49.24517553213525], [-123.11556067042724, 49.245189002075165]], ""type"": ""LineString""}"
163898;Cambie;Cambie;Painted Lanes;NB;Active;Arterial;NS;OW;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;74.56108614;2008;OW bikeway on map;;;"{""coordinates"": [[-123.1184367390058, 49.241083937713775], [-123.118424151348, 49.2408912257606], [-123.118424101058, 49.24087364101341], [-123.11842409958307, 49.24087359873726], [-123.11842361253213, 49.24085606301201], [-123.11842267211219, 49.240838525052915], [-123.11842266927852, 49.24083848907484], [-123.11842126308481, 49.24082093180358], [-123.11842126025971, 49.240820899423596], [-123.11841941037285, 49.24080336419562], [-123.11841834227346, 49.240795629382134], [-123.11841698897591, 49.24078582955344], [-123.11841422571767, 49.240768387012935], [-123.1184089772948, 49.24074178716435], [-123.11839831686335, 49.2406988826886], [-123.11839317732927, 49.240681620688456], [-123.11838760373985, 49.24066438791765], [-123.11838759405211, 49.240664358243286], [-123.11838153999237, 49.240647277984124], [-123.11837504905091, 49.24063019367461], [-123.11836809811403, 49.24061320608508], [-123.1183606940363, 49.240596308911776], [-123.11835283680725, 49.240579497657], [-123.11834452643818, 49.24056277681823], [-123.11833577118304, 49.240546150884626], [-123.11832654354234, 49.2405296099894], [-123.11831698800154, 49.240513252032606], [-123.11831696455423, 49.24051321337706], [-123.11830686782805, 49.240496894653205], [-123.11829640464536, 49.2404807211271], [-123.11828549242695, 49.240464629916445], [-123.11827412594653, 49.24044873346706], [-123.1182623393371, 49.240432942690866], [-123.1182623117727, 49.240432905838595], [-123.11826026522579, 49.24043021475789], [-123.11826024868199, 49.2404301904877]], ""type"": ""LineString""}"
163902;Cambie;Cambie;Painted Lanes;NB;Active;Arterial;NS;OW;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;58.20387566;2008;OW bikeway on map. 2012-improved lane paint;2012;;"{""coordinates"": [[-123.11621246111166, 49.233062246542566], [-123.11623448169935, 49.23253892365115], [-123.11623447199973, 49.23253888767994]], ""type"": ""LineString""}"
163903;Cambie;Cambie;Painted Lanes;NB;Active;Arterial;NS;OW;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;52.22435021;2008;OW bikeway on map. 2012-improved lane paint;2012;;"{""coordinates"": [[-123.11630579794478, 49.23074043744742], [-123.11632466953505, 49.23027082908624]], ""type"": ""LineString""}"
163904;Cambie;Cambie;Painted Lanes;NB;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;77.4190319;2008;;;;"{""coordinates"": [[-123.11655261701036, 49.22457749194149], [-123.11658009490792, 49.223881320419125]], ""type"": ""LineString""}"
163905;Cambie;Cambie;Painted Lanes;NB;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;107.3235071;2008;;;;"{""coordinates"": [[-123.11658009490792, 49.223881320419125], [-123.11661846572368, 49.2229162449047]], ""type"": ""LineString""}"
163908;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.25918233;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03087441630845, 49.28341310489274], [-123.03087442729121, 49.28341307700481], [-123.03087538393618, 49.28296101622144]], ""type"": ""LineString""}"
163909;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;26.75169505;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03083169849297, 49.28136592162376], [-123.03083580945258, 49.281125300460424]], ""type"": ""LineString""}"
163912;Cassiar;Cassiar;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;40.61346207;1993;S.-of Hastings-apprx 2008.;;;"{""coordinates"": [[-123.03087180720024, 49.284698262889755], [-123.0308718094208, 49.284697414644576], [-123.03087255540672, 49.284332938204734]], ""type"": ""LineString""}"
163917;Fraser River Trail;Off Street;Protected Bike Lanes;OSS;Active;Off-street;NS;2W;Off Street;;Unpaved;NO;NO;Protected Bike Lanes;Protected Bike Lanes;No;206.18772441;1990;;;;"{""coordinates"": [[-123.1760182329872, 49.21647548253729], [-123.17601819449433, 49.21647547000254], [-123.17574568324817, 49.216471122834655], [-123.17570459868134, 49.21646886635157], [-123.17566152952749, 49.21646650222995], [-123.17562937952553, 49.21646253652183], [-123.17557849980459, 49.21645627579372], [-123.17554309859923, 49.21644932497112], [-123.1754975976959, 49.21644039073053], [-123.17541950828917, 49.21641919502135], [-123.17534529237771, 49.21639288585737], [-123.17534524974975, 49.21639286883099], [-123.17527550548274, 49.216361675591216], [-123.17521110042308, 49.21632590730506], [-123.17521106466413, 49.2163258911678], [-123.17509938627165, 49.21628352001435], [-123.17498376264766, 49.21624610213549], [-123.17486452670417, 49.21621381782056], [-123.17474227462043, 49.216186741717], [-123.17461763706783, 49.216164996097376], [-123.17461759447835, 49.21616498986506], [-123.17449098250147, 49.21614871982419], [-123.17436300307294, 49.21613794872685], [-123.17429315632451, 49.216135129771736], [-123.17423424961568, 49.2161327521332], [-123.17423420841838, 49.21613275129581], [-123.17391432131707, 49.21613498654291], [-123.17329913124097, 49.216139286167994]], ""type"": ""LineString""}"
163918;Beach;Beach Crescent;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;84.01587842;2010;;;;"{""coordinates"": [[-123.12608692818606, 49.27104074741022], [-123.1269081204644, 49.27157215882723]], ""type"": ""LineString""}"
163921;Pacific;Pacific Blvd;Painted Lanes;NB;Active;Arterial;NS;OW;OW;50;Paved;NO;NO;;Painted Lanes;Yes;107.10853988;2003;;;;"{""coordinates"": [[-123.10898699481736, 49.27668058653436], [-123.10898695909775, 49.276680598261805], [-123.1076764982777, 49.27711989599189], [-123.10767644058166, 49.27711991763406]], ""type"": ""LineString""}"
163927;45th Ave;W 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;68.3527857;2011;;;;"{""coordinates"": [[-123.114548798304, 49.22975326779863], [-123.1153866149876, 49.22978246825784], [-123.11548630938886, 49.22978597483488]], ""type"": ""LineString""}"
163928;45th Ave;W 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;191.9184427;2011;;;;"{""coordinates"": [[-123.10826987002666, 49.229534942860134], [-123.10826992359766, 49.229534944608986], [-123.11090224130838, 49.22962588845574]], ""type"": ""LineString""}"
163929;45th Ave;W 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;68.42908306;2011;;;;"{""coordinates"": [[-123.10733114655811, 49.229504367831595], [-123.10826987002666, 49.229534942860134]], ""type"": ""LineString""}"
163933;45th Ave;W 46th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;216.82368112;2011;;;;"{""coordinates"": [[-123.12902689268174, 49.22933006997642], [-123.1320007861552, 49.22943365203209]], ""type"": ""LineString""}"
163934;45th Ave;W 45th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;58.03663784;2011;;;;"{""coordinates"": [[-123.1349566208026, 49.23044894987269], [-123.13575271726123, 49.23047586641173]], ""type"": ""LineString""}"
163937;Burnaby;Burnaby;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;160.98361217;2017;;;;"{""coordinates"": [[-123.13442247390113, 49.28107962412147], [-123.13599001850255, 49.28210199995025]], ""type"": ""LineString""}"
163942;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;117.70417224;1998;;;;"{""coordinates"": [[-123.13706635269496, 49.237968796109485], [-123.13864695277975, 49.238023568333816], [-123.13868104866157, 49.23802480743239]], ""type"": ""LineString""}"
163946;Midtown/Ridgeway;W 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;112.60889615;1998;;;;"{""coordinates"": [[-123.14050900439283, 49.238064846592906], [-123.14205529518514, 49.23809478162915]], ""type"": ""LineString""}"
163954;Comox-Helmcken;Comox;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;160.82681051;2013;;;;"{""coordinates"": [[-123.13280462893053, 49.28420800356329], [-123.13123262895633, 49.283190520212976]], ""type"": ""LineString""}"
163956;Seaside;Point Grey Rd;Local Street;;Active;Sec Arterial;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;146.7261629;2014;;;;"{""coordinates"": [[-123.17957723229301, 49.27173963998761], [-123.18157006109148, 49.27194346462522]], ""type"": ""LineString""}"
163959;Yukon;Yukon;Painted Lanes;NB;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Shared Lanes;Painted Lanes;Yes;102.37294667;2009;;;;"{""coordinates"": [[-123.11293536529469, 49.26222049666737], [-123.11293897250206, 49.26212505128047], [-123.11295278268747, 49.26176012104591], [-123.1129700778221, 49.2612999119158]], ""type"": ""LineString""}"
163965;Cassiar;Off Street;Protected Bike Lanes;OSS;Active;Residential;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;No;73.47153994;1993;;;;"{""coordinates"": [[-123.02830938347789, 49.28793873222866], [-123.02830778990088, 49.28859962000499]], ""type"": ""LineString""}"
163966;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;118.09427108;1997;upgrade to wide paint;2017;;"{""coordinates"": [[-123.17587092357212, 49.22906812143929], [-123.17726769484162, 49.22960818410731]], ""type"": ""LineString""}"
163968;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;19.89987249;1997;upgrade to wide paint;2017;;"{""coordinates"": [[-123.1713983670106, 49.227352700569604], [-123.17164254405945, 49.227433124503946]], ""type"": ""LineString""}"
163980;Sunrise;Slocan;Shared Lanes;;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;49.65676827;1998;year const- unknown source;;;"{""coordinates"": [[-123.04961330274776, 49.25016917360955], [-123.0496139250243, 49.25010591172194], [-123.04961773176025, 49.24972250928357]], ""type"": ""LineString""}"
163981;Sunrise;Slocan;Shared Lanes;;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;85.87234174;1998;year const- unknown source;;;"{""coordinates"": [[-123.04963501424342, 49.247532887144324], [-123.04963583432172, 49.24710776683957], [-123.04963698794066, 49.24676044700933]], ""type"": ""LineString""}"
163982;Sunrise;Slocan;Shared Lanes;;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;20.66760886;1998;year const- unknown source;;;"{""coordinates"": [[-123.04963341437373, 49.247718794032906], [-123.04963501424342, 49.247532887144324]], ""type"": ""LineString""}"
163986;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;57.55545324;1998;year const date-unknown source;;;"{""coordinates"": [[-123.04881246405674, 49.23035502335508], [-123.04881261783805, 49.23032987255362], [-123.04881261504664, 49.230329827578515], [-123.04881507194656, 49.22983734613329], [-123.04881507190134, 49.2298373002575]], ""type"": ""LineString""}"
163994;Alexander;Alexander;Local Street;;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;142.06754086;2018;;;;"{""coordinates"": [[-123.09526525733294, 49.28401433241325], [-123.09331252586682, 49.283979243479095]], ""type"": ""LineString""}"
163997;Quebec;Quebec;Protected Bike Lanes;SL;Active;Sec Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;55.29927794;2018;;;;"{""coordinates"": [[-123.10268069258744, 49.269701633821924], [-123.10270118715465, 49.269204387220505]], ""type"": ""LineString""}"
163999;Quebec;Quebec;Protected Bike Lanes;R;Active;Sec Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;121.03043845;2018;;;;"{""coordinates"": [[-123.10227804784851, 49.271217051647476], [-123.10229213232263, 49.27119157828299], [-123.102323061033, 49.27113572042717], [-123.1023466664225, 49.27109163746196], [-123.10236912625413, 49.27104735311465], [-123.10237500494935, 49.27103502628918], [-123.10239034422413, 49.2710028287919], [-123.10241043435073, 49.27095802481453], [-123.10241044939752, 49.27095798882036], [-123.10242935547865, 49.270912980798336], [-123.10242937328594, 49.2709129501989], [-123.10243615696736, 49.27089554747909], [-123.10244696758537, 49.27086778861913], [-123.1024528438964, 49.27085167481455], [-123.10246353717027, 49.27082235718966], [-123.10247874405779, 49.27077674346413], [-123.10249281921823, 49.270730958931814], [-123.10250564596916, 49.270685081055504], [-123.10251722551334, 49.270639025279515], [-123.10252754549722, 49.270592798811464], [-123.10253118165313, 49.27057431765552], [-123.10253664454686, 49.270546465483264], [-123.1025391029919, 49.27053214475022], [-123.10254459576632, 49.27050014306742], [-123.10255118981496, 49.270453640152205], [-123.10255664546139, 49.270407050993306], [-123.10255945905415, 49.27037506697892], [-123.10256074294429, 49.27036046213979], [-123.1025636966992, 49.27031386710488], [-123.10256468008578, 49.27029156894172], [-123.1025700185356, 49.270151994749845], [-123.10257001985619, 49.270151968662574]], ""type"": ""LineString""}"
164001;Burrard;Burrard;Protected Bike Lanes;R;Active;Arterial;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;20.52910605;2009;PL to PBL 2017;2017;;"{""coordinates"": [[-123.131309210799, 49.27767193472933], [-123.13150762551747, 49.27754060245763]], ""type"": ""LineString""}"
164010;Masumi Mitsui Greenway;W 59th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;34.69559075;2012;small protected section at Park Drive;;;"{""coordinates"": [[-123.12723300559468, 49.21706519714155], [-123.12770903597932, 49.217077965951724]], ""type"": ""LineString""}"
164011;Adanac;Adanac;Local Street;;Active;Residential;EW;CFlow;OW;30;Paved;NO;NO;Local Street;Local Street;Yes;140.70203444;1993;;;;"{""coordinates"": [[-123.06174478314121, 49.277505617230126], [-123.05981046863131, 49.27749129517166]], ""type"": ""LineString""}"
164012;Adanac;Adanac;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;80.34616469;1993;;;;"{""coordinates"": [[-123.04857242546822, 49.27745671973449], [-123.04857238560122, 49.277456723349324], [-123.04746779028673, 49.277455846613144]], ""type"": ""LineString""}"
164013;Adanac;Adanac;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;190.8462405;1993;;;;"{""coordinates"": [[-123.0467076371825, 49.27745545565955], [-123.04670759731192, 49.277455455675664], [-123.04408383476637, 49.27745430333844], [-123.04408379627625, 49.277454309649755]], ""type"": ""LineString""}"
164016;Adanac;Adanac;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;93.66419796;1993;;;;"{""coordinates"": [[-123.03821650857883, 49.27744659439491], [-123.03821646870409, 49.27744658901099], [-123.0369287727087, 49.27744511423875]], ""type"": ""LineString""}"
164020;Keefer;Keefer;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;54.7264338;1993;year const-  Peter Stary 30kmh-school days;;;"{""coordinates"": [[-123.09972933103627, 49.279481468911634], [-123.09897710123444, 49.279469979399266]], ""type"": ""LineString""}"
164021;Keefer;Keefer;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;141.86519615;1993;year const-  Peter Stary 30kmh-school days;;;"{""coordinates"": [[-123.09351581577675, 49.27936491303901], [-123.09351576627876, 49.279364912179545], [-123.09156615159705, 49.279328698306124], [-123.09156609934428, 49.279328694749466]], ""type"": ""LineString""}"
164024;Kerr;Kerr;Painted Lanes;PT;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;189.94842081;2009;Parking Removed and pain buffer added in 2019;2019;Northbound - some parking on traffic side of buffer;"{""coordinates"": [[-123.04151045413575, 49.21552066966183], [-123.04159032835459, 49.21381287610341], [-123.04159031458755, 49.21381283293101]], ""type"": ""LineString""}"
164025;Yukon;Yukon;Painted Lanes;NB;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Shared Lanes;Painted Lanes;Yes;51.21553284;2009;;;;"{""coordinates"": [[-123.1129700778221, 49.2612999119158], [-123.11298744332373, 49.26083935816086]], ""type"": ""LineString""}"
164027;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;110.75487285;2008;2008-based on RTS # 6468;;;"{""coordinates"": [[-123.17594501456263, 49.22640696515152], [-123.17597245764215, 49.22541086013366]], ""type"": ""LineString""}"
164028;Balaclava;Balaclava;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;64.81381214;2008;2008-based on RTS # 6468;;;"{""coordinates"": [[-123.17587092357212, 49.22906812143929], [-123.17588723178793, 49.228485203476346]], ""type"": ""LineString""}"
164034;Lakewood;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.15160142;1997;1997-  C.C file # 5553-1. 2010 paint marking;2010;;"{""coordinates"": [[-123.06197353219711, 49.26501857542788], [-123.06197353773905, 49.26501861050615], [-123.06196481088469, 49.26546963281184], [-123.06196480542383, 49.26546966249899]], ""type"": ""LineString""}"
164037;Lakewood;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.84964747;1997;1997-  C.C file # 5553-1. 2010 paint marking;2010;;"{""coordinates"": [[-123.06184685153349, 49.271655479613166], [-123.06184685157511, 49.27165551289538], [-123.06183661166867, 49.272076847751144]], ""type"": ""LineString""}"
164040;Lakewood;Lakewood;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;100.76740582;1997;1997-  C.C file # 5553-1. 2010 paint marking;2010;;"{""coordinates"": [[-123.06183661166867, 49.272076847751144], [-123.06182017424905, 49.27298320564634]], ""type"": ""LineString""}"
